Year,ST,STATE,TotalPopulation,WorkForce,Employed,EmployedPercent,Unemployed,UnemployedPercent,H_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90
2006,MO,Missouri,"58,42,704",3029697,2882757,95.1500100505,146940,4.84998994949,17.15,7.09,9.17,13.44,21.01,30.95
2006,MT,Montana,"9,52,692",493621,476381,96.5074419443,17240,3.49255805567,15.04,6.65,8.57,12.34,18.55,26.57
2006,NE,Nebraska,"17,72,693",970060,939881,96.8889553224,30179,3.11104467765,16.49,7.18,9.44,13.31,20.03,28.87
2006,NV,Nevada,"25,22,658",1285319,1233288,95.9518998786,52031,4.04810012145,17.31,7.30,9.72,13.82,21.03,30.62
2006,NH,New Hampshire,"13,08,389",731859,706779,96.5731103942,25080,3.42688960578,18.87,8.15,10.62,15.11,22.45,33.52
2006,NJ,New Jersey,"86,61,679",4445880,4236485,95.2901337868,209395,4.70986621321,21.85,8.00,10.96,17.23,27.34,41.51
2006,NM,New Mexico,"19,62,137",928098,889449,95.8356768359,38649,4.16432316415,16.34,6.59,8.61,12.85,20.19,30.12
2006,NY,New York,"1,91,04,631",9508160,9077534,95.4709849224,430626,4.52901507758,22.03,7.90,10.82,16.91,27.23,42.43
2006,NC,North Carolina,"89,17,270",4444969,4234094,95.2558724257,210875,4.74412757434,17.08,7.24,9.34,13.45,20.36,30.29
2006,ND,North Dakota,"6,49,422",361464,349823,96.7794856473,11641,3.22051435274,15.60,7.01,9.05,12.77,19.11,27.27
2006,OH,Ohio,"1,14,81,213",5945504,5624446,94.5999868136,321058,5.40001318643,17.96,7.20,9.73,14.47,22.32,32.16
2006,OK,Oklahoma,"35,94,090",1715800,1647099,95.9959785523,68701,4.00402144772,15.66,6.64,8.52,12.42,18.93,27.80
2006,OR,Oregon,"36,70,883",1885381,1785041,94.6779987705,100340,5.32200122946,18.54,8.41,10.30,14.92,22.32,33.16
2006,PA,Pennsylvania,"1,25,10,809",6294512,6006635,95.4265398175,287877,4.57346018246,18.07,7.17,9.65,14.33,22.21,33.01
2006,RI,Rhode Island,"10,63,096",572603,544357,95.0670883666,28246,4.93291163337,19.51,8.21,10.58,15.59,23.97,34.95
2006,SC,South Carolina,"43,57,847",2109107,1973341,93.5628680764,135766,6.43713192361,16.06,6.83,8.87,12.85,19.29,28.34
2006,SD,South Dakota,"7,83,033",435019,421488,96.8895611456,13531,3.11043885439,14.65,7.22,8.98,11.96,17.01,25.31
2006,TN,Tennessee,"60,88,766",3036029,2878454,94.8098321854,157575,5.1901678146,16.46,7.05,9.18,13.12,19.64,28.61
2006,TX,Texas,"2,33,59,580",11328001,10774491,95.1137892731,553510,4.88621072685,17.50,6.62,8.69,13.26,21.34,32.89
2006,UT,Utah,"25,25,507",1318455,1279332,97.0326632308,39123,2.96733676917,17.09,7.35,9.40,13.46,20.71,30.66
2006,VT,Vermont,"6,22,892",356997,343865,96.321537716,13132,3.678462284,17.48,8.39,10.40,14.19,20.85,29.54
2006,VA,Virginia,"76,73,725",3978654,3855644,96.9082508808,123010,3.09174911917,19.93,7.44,9.93,15.20,24.52,39.32
2006,WA,Washington,"63,70,753",3323935,3156625,94.9665080695,167310,5.0334919305,20.63,8.76,11.34,16.81,25.73,36.98
2006,WV,West Virginia,"18,27,912",806171,766403,95.0670515313,39768,4.93294846875,15.11,6.37,8.10,11.91,18.82,27.02
2006,WI,Wisconsin,"55,77,655",3058940,2914152,95.2667263823,144788,4.73327361766,17.66,7.59,10.05,14.49,21.56,30.59
2006,WY,Wyoming,"5,22,667",281250,272339,96.8316444444,8911,3.16835555556,16.48,7.08,9.41,13.77,20.90,28.59
2006,PR,Puerto Rico,"38,05,214",1419882,1270699,89.4932818361,149183,10.5067181639,11.15,5.82,6.54,8.54,13.03,19.01
2007,AL,Alabama,"46,72,840",2175614,2089131,96.0248922833,86483,3.97510771672,16.80,6.74,8.86,13.11,20.44,30.27
2007,AK,Alaska,"6,80,300",350786,328579,93.6693596666,22207,6.33064033342,22.00,9.38,12.59,18.45,28.08,38.64
2007,AZ,Arizona,"61,67,681",3034015,2917116,96.1470526678,116899,3.85294733217,18.06,7.57,9.68,14.25,21.61,32.64
2007,AR,Arkansas,"28,48,650",1369289,1296573,94.689506744,72716,5.31049325599,15.60,7.11,8.76,12.44,18.75,27.20
2007,CA,California,"3,62,50,311",17893090,16931594,94.626439592,961496,5.37356040796,22.11,8.33,10.60,16.91,27.80,42.59
2007,CO,Colorado,"48,03,868",2664682,2565220,96.2673970102,99462,3.73260298978,20.72,8.08,10.94,16.29,25.27,38.46
2007,CT,Connecticut,"35,27,270",1856200,1773156,95.5261286499,83044,4.47387135007,22.92,8.98,12.06,18.34,28.45,41.16
2007,DE,Delaware,"8,71,749",443573,428312,96.5595290967,15261,3.44047090332,20.69,8.08,10.81,16.19,25.41,37.97
2007,FL,Florida,"1,83,67,842",9157134,8789775,95.9882753709,367359,4.01172462913,17.91,7.60,9.69,13.87,21.37,32.12
2007,GA,Georgia,"93,49,988",4815821,4597638,95.4694537027,218183,4.5305462973,18.42,7.09,9.51,14.16,22.28,34.11
2007,HI,Hawaii,"13,15,675",638395,620535,97.202359041,17860,2.79764095897,19.33,8.09,10.71,15.54,23.91,35.09
2007,ID,Idaho,"15,05,105",754436,731235,96.9247225742,23201,3.07527742579,16.98,7.17,9.50,13.79,20.81,30.04
2007,IL,Illinois,"1,26,95,866",6665612,6334013,95.0252279911,331599,4.97477200893,20.70,7.63,10.08,15.80,26.07,38.88
2007,IN,Indiana,"63,79,599",3207691,3061042,95.4282067693,146649,4.57179323071,17.51,7.37,9.75,14.13,21.55,30.81
2007,IA,Iowa,"29,99,212",1660676,1599332,96.3060825832,61344,3.69391741676,16.66,7.34,9.53,13.68,20.05,28.73
2007,KS,Kansas,"27,83,785",1483464,1420452,95.7523741729,63012,4.24762582712,17.45,7.27,9.55,13.97,21.44,31.04
2007,KY,Kentucky,"42,56,672",2032100,1922223,94.5929334186,109877,5.40706658137,16.80,7.05,9.31,13.56,20.27,29.26
2007,LA,Louisiana,"43,75,581",2030438,1944041,95.7449082415,86397,4.25509175853,16.38,6.61,8.67,13.21,20.30,29.20
2007,ME,Maine,"13,27,040",700444,667771,95.3353872686,32673,4.66461273135,17.53,8.08,10.33,14.28,20.91,29.84
2007,MD,Maryland,"56,53,408",2970092,2867347,96.540679548,102745,3.45932045203,22.01,8.08,11.20,17.48,27.66,41.99
2007,MA,Massachusetts,"64,31,559",3426002,3268097,95.3909834262,157905,4.60901657384,23.59,9.05,12.20,18.47,29.24,44.30
2007,MI,Michigan,"1,00,01,284",5011123,4658943,92.9720344122,352180,7.02796558775,20.30,7.75,10.54,16.13,25.70,37.01
2007,MN,Minnesota,"52,07,203",2906398,2773708,95.4345550747,132690,4.5654449253,20.59,8.40,11.25,16.57,24.96,37.00
2007,MS,Mississippi,"29,28,350",1303519,1224062,93.9044233341,79457,6.09557666593,15.25,6.69,8.63,12.13,18.23,27.03
2007,MO,Missouri,"58,87,612",3034582,2879652,94.8945192452,154930,5.10548075485,17.90,7.38,9.45,14.02,21.96,32.19
2007,MT,Montana,"9,64,706",502072,484194,96.439156137,17878,3.56084386303,15.69,7.09,8.87,12.82,19.15,27.73
2007,NE,Nebraska,"17,83,440",978769,949493,97.0088958682,29276,2.99110413182,16.96,7.30,9.60,13.73,20.57,30.00
2007,NV,Nevada,"26,01,072",1330399,1270575,95.503303896,59824,4.49669610395,18.00,7.61,10.08,14.34,21.86,32.05
2007,NH,New Hampshire,"13,12,540",737936,712007,96.4862806531,25929,3.51371934694,19.60,8.41,10.97,15.54,23.29,34.95
2007,NJ,New Jersey,"86,77,885",4441800,4251816,95.722815075,189984,4.27718492503,22.64,8.31,11.31,17.77,28.44,43.05
2007,NM,New Mexico,"19,90,070",934029,898998,96.2494740527,35031,3.75052594727,17.21,6.78,8.89,13.26,21.22,32.37
2007,NY,New York,"1,91,32,335",9522064,9088212,95.4437189248,433852,4.5562810752,22.89,8.24,11.24,17.53,28.20,43.66
2007,NC,North Carolina,"91,18,037",4512865,4300308,95.2899765448,212557,4.71002345517,17.74,7.47,9.60,13.92,21.05,31.45
2007,ND,North Dakota,"6,52,822",367236,355768,96.8772124737,11468,3.12278752628,16.18,7.18,9.35,13.25,19.63,28.35
2007,OH,Ohio,"1,15,00,468",5990296,5657721,94.448104067,332575,5.55189593302,18.58,7.54,9.94,14.85,23.00,33.22
2007,OK,Oklahoma,"36,34,349",1726260,1655494,95.90061752,70766,4.09938248004,16.21,6.79,8.79,12.82,19.52,28.91
2007,OR,Oregon,"37,22,417",1921771,1822775,94.8487098619,98996,5.15129013811,19.25,8.70,10.59,15.35,23.20,34.63
2007,PA,Pennsylvania,"1,25,63,937",6343004,6064067,95.6024464118,278937,4.39755358817,18.73,7.56,10.00,14.83,22.90,33.89
2007,RI,Rhode Island,"10,57,315",573173,543401,94.8057567262,29772,5.19424327385,20.30,8.39,10.94,16.03,24.84,36.88
2007,SC,South Carolina,"44,44,110",2125896,2005687,94.3454900898,120209,5.65450991017,16.66,6.99,9.13,13.35,20.00,29.64
2007,SD,South Dakota,"7,91,623",442510,430018,97.1770129489,12492,2.82298705114,15.16,7.45,9.30,12.37,17.67,25.78
2007,TN,Tennessee,"61,75,727",3063676,2920357,95.3219922733,143319,4.67800772667,17.01,7.17,9.33,13.44,20.21,30.05
2007,TX,Texas,"2,38,31,983",11431664,10941425,95.7115691994,490239,4.28843080063,18.21,6.80,9.00,13.76,22.20,34.35
2007,UT,Utah,"25,97,746",1359136,1324060,97.4192428131,35076,2.58075718692,17.83,7.66,9.76,13.99,21.45,32.01
2007,VT,Vermont,"6,23,481",353731,339559,95.9935657322,14172,4.00643426785,18.30,8.67,10.79,14.81,21.87,31.05
2007,VA,Virginia,"77,51,000",4036854,3914094,96.9590180869,122760,3.04098191314,20.61,7.67,10.28,15.71,25.38,40.57
2007,WA,Washington,"64,61,587",3403169,3243308,95.3025841502,159861,4.69741584976,21.50,9.15,11.88,17.39,26.75,38.79
2007,WV,West Virginia,"18,34,052",811164,773993,95.417572772,37171,4.58242722803,15.53,6.76,8.27,12.22,19.30,27.77
2007,WI,Wisconsin,"56,10,775",3087841,2936459,95.0974807317,151382,4.90251926832,18.30,7.81,10.32,14.91,22.29,31.76
2007,WY,Wyoming,"5,34,876",286558,278485,97.1827692823,8073,2.81723071769,17.36,7.43,9.96,14.66,21.94,30.16
2007,PR,Puerto Rico,"37,82,995",1387363,1232269,88.8209502488,155094,11.1790497512,11.50,5.91,6.73,8.78,13.44,19.45
2008,AL,Alabama,"47,18,206",2176491,2053479,94.3481503025,123012,5.65184969752,17.39,7.12,9.12,13.53,21.19,31.23
2008,AK,Alaska,"6,87,455",356111,332288,93.3102319221,23823,6.68976807793,22.47,9.54,12.83,18.84,28.72,39.22
2008,AZ,Arizona,"62,80,362",3104864,2913905,93.8496823049,190959,6.15031769507,18.88,7.85,10.07,14.87,22.66,34.21
2008,AR,Arkansas,"28,74,554",1375263,1300020,94.5288283041,75243,5.47117169589,16.26,7.37,9.08,12.88,19.34,28.43
2008,CA,California,"3,66,04,337",18178125,16854483,92.7184899433,1323642,7.28151005673,23.12,8.73,11.01,17.52,29.14,44.79
2008,CO,Colorado,"48,89,730",2716628,2585246,95.1637839262,131382,4.83621607375,21.47,8.33,11.32,16.87,26.27,39.76
2008,CT,Connecticut,"35,45,579",1881454,1774680,94.3249210451,106774,5.67507895489,23.81,9.18,12.44,18.91,29.55,42.88
2008,DE,Delaware,"8,83,874",447043,424915,95.0501405905,22128,4.9498594095,21.76,8.48,11.31,16.86,26.81,39.65
2008,FL,Florida,"1,85,27,305",9215533,8637169,93.7240309378,578364,6.27596906223,18.50,7.83,9.95,14.33,22.13,33.17
2008,GA,Georgia,"95,04,843",4879258,4575008,93.7644207377,304250,6.23557926226,19.27,7.43,9.80,14.74,23.45,35.84
2008,HI,Hawaii,"13,32,213",639691,612120,95.6899503041,27571,4.31004969587,20.02,8.42,11.18,16.05,24.59,36.29
2008,ID,Idaho,"15,34,320",755150,716648,94.9014103158,38502,5.09858968417,17.94,7.71,9.86,14.32,21.94,31.79
2008,IL,Illinois,"1,27,47,038",6657238,6238620,93.7118366506,418618,6.28816334943,21.64,8.04,10.42,16.30,27.31,40.80
2008,IN,Indiana,"64,24,806",3232097,3041827,94.1131098479,190270,5.88689015212,18.16,7.62,10.01,14.59,22.25,31.86
2008,IA,Iowa,"30,16,734",1679304,1608702,95.7957582427,70602,4.2042417573,17.27,7.77,9.87,14.15,20.63,29.74
2008,KS,Kansas,"28,08,076",1499683,1430635,95.3958269848,69048,4.60417301523,18.10,7.57,9.86,14.48,22.25,31.98
2008,KY,Kentucky,"42,89,878",2030744,1900687,93.5955984605,130057,6.40440153953,17.49,7.40,9.65,14.12,21.15,30.48
2008,LA,Louisiana,"44,35,586",2084846,1982385,95.0854403635,102461,4.91455963654,17.12,7.07,9.10,13.90,21.25,30.37
2008,ME,Maine,"13,30,509",701641,663177,94.5179942449,38464,5.48200575508,18.11,8.31,10.64,14.78,21.61,30.79
2008,MD,Maryland,"56,84,965",3001958,2874990,95.7704937911,126968,4.22950620895,22.97,8.33,11.61,18.17,29.00,44.04
2008,MA,Massachusetts,"64,68,967",3452445,3261407,94.4665881716,191038,5.53341182843,24.52,9.31,12.56,19.09,30.43,46.38
2008,MI,Michigan,"99,46,889",4921471,4529293,92.0312849553,392178,7.96871504475,20.62,7.94,10.66,16.22,26.08,37.84
2008,MN,Minnesota,"52,47,018",2925088,2766337,94.5727786651,158751,5.42722133488,21.20,8.59,11.53,16.87,25.79,38.47
2008,MS,Mississippi,"29,47,806",1306773,1220991,93.4355852164,85782,6.56441478359,15.92,7.12,8.98,12.68,19.00,28.17
2008,MO,Missouri,"59,23,916",3028870,2842851,93.8584686698,186019,6.14153133017,18.55,7.64,9.77,14.52,22.79,33.40
2008,MT,Montana,"9,76,415",509162,483348,94.9301008323,25814,5.06989916765,16.44,7.41,9.34,13.41,19.98,29.13
2008,NE,Nebraska,"17,96,378",989766,956768,96.6660806696,32998,3.33391933043,17.38,7.53,9.81,14.08,21.06,30.65
2008,NV,Nevada,"26,53,630",1363575,1272188,93.297985076,91387,6.702014924,18.75,7.94,10.50,14.91,22.95,33.70
2008,NH,New Hampshire,"13,15,906",742796,714115,96.1387783456,28681,3.8612216544,20.52,8.65,11.30,16.01,24.46,36.80
2008,NJ,New Jersey,"87,11,090",4504433,4263966,94.6615478574,240467,5.33845214259,23.41,8.55,11.62,18.23,29.52,44.58
2008,NM,New Mexico,"20,10,662",944550,902414,95.5390397544,42136,4.46096024562,18.03,7.38,9.22,13.76,22.28,33.79
2008,NY,New York,"1,92,12,436",9664779,9139082,94.5606930071,525697,5.43930699295,23.84,8.56,11.64,18.15,29.42,45.49
2008,NC,North Carolina,"93,09,449",4560061,4281715,93.896002707,278346,6.10399729302,18.38,7.69,9.87,14.36,21.85,32.62
2008,ND,North Dakota,"6,57,569",371025,359333,96.84872987,11692,3.15127013005,16.90,7.56,9.72,13.81,20.27,29.49
2008,OH,Ohio,"1,15,15,391",5965179,5580849,93.5571086802,384330,6.44289131977,19.15,7.76,10.13,15.25,23.80,34.23
2008,OK,Oklahoma,"36,68,976",1746475,1681084,96.2558295996,65391,3.74417040038,16.79,7.13,9.09,13.28,19.98,29.97
2008,OR,Oregon,"37,68,748",1955125,1827352,93.4647145323,127773,6.53528546768,19.92,8.94,10.89,15.73,24.10,36.05
2008,PA,Pennsylvania,"1,26,12,285",6451540,6109644,94.7005521162,341896,5.29944788376,19.53,7.95,10.41,15.36,23.77,35.22
2008,RI,Rhode Island,"10,55,003",570328,525941,92.2172854919,44387,7.78271450814,20.87,8.41,11.15,16.42,25.64,38.21
2008,SC,South Carolina,"45,28,996",2142239,1996412,93.1927763429,145827,6.80722365712,17.33,7.34,9.45,13.85,20.74,30.79
2008,SD,South Dakota,"7,99,124",446617,432927,96.9347337876,13690,3.06526621244,15.76,7.77,9.65,12.82,18.29,26.73
2008,TN,Tennessee,"62,47,411",3054801,2853759,93.4188184435,201042,6.58118155651,17.57,7.46,9.60,13.94,20.89,30.87
2008,TX,Texas,"2,43,09,039",11664407,11104135,95.1967382482,560272,4.80326175175,18.90,7.17,9.30,14.28,23.06,35.43
2008,UT,Utah,"26,63,029",1371201,1322089,96.418322332,49112,3.58167766797,18.35,7.98,10.12,14.48,22.19,32.83
2008,VT,Vermont,"6,24,151",354891,338284,95.3205350375,16607,4.67946496248,19.12,8.96,11.22,15.31,22.79,32.65
2008,VA,Virginia,"78,33,496",4133464,3970441,96.056019842,163023,3.94398015805,21.50,7.92,10.62,16.26,26.46,42.48
2008,WA,Washington,"65,62,231",3478579,3291311,94.6165373849,187268,5.38346261505,22.32,9.42,12.19,17.92,28.00,40.45
2008,WV,West Virginia,"18,40,310",812905,777560,95.6520134579,35345,4.34798654209,16.11,7.23,8.53,12.62,19.83,28.58
2008,WI,Wisconsin,"56,40,996",3091808,2940442,95.104288494,151366,4.89571150602,18.92,7.99,10.54,15.29,23.13,32.83
2008,WY,Wyoming,"5,46,043",293279,284308,96.9411379608,8971,3.05886203922,18.35,7.92,10.61,15.52,23.01,31.34
2008,PR,Puerto Rico,"37,60,866",1345931,1187406,88.2219073638,158525,11.7780926362,11.85,6.39,7.09,9.00,13.75,19.85
2009,AL,Alabama,"47,57,938",2163003,1924749,88.9850360818,238254,11.0149639182,18.03,7.48,9.33,13.95,22.01,32.20
2009,AK,Alaska,"6,98,895",359653,331794,92.2539225309,27859,7.74607746912,23.41,9.70,13.13,19.50,29.97,41.57
2009,AZ,Arizona,"63,43,154",3128111,2817578,90.0728266996,310533,9.92717330044,19.67,8.14,10.49,15.49,23.59,35.73
2009,AR,Arkansas,"28,96,843",1358908,1252399,92.1621625599,106509,7.83783744006,16.65,7.50,9.22,13.18,19.71,28.93
2009,CA,California,"3,69,61,229",18215141,16182572,88.8413216236,2032569,11.1586783764,23.82,8.95,11.21,17.92,29.93,46.06
2009,CO,Colorado,"49,72,195",2722989,2524446,92.7086374569,198543,7.29136254315,22.11,8.55,11.51,17.44,27.22,41.06
2009,CT,Connecticut,"35,61,807",1891085,1740975,92.0622288263,150110,7.93777117369,24.50,9.22,12.53,19.29,30.37,44.20
2009,DE,Delaware,"8,91,730",437499,401311,91.7284382364,36188,8.27156176357,22.25,8.58,11.34,17.16,27.41,40.83
2009,FL,Florida,"1,86,52,644",9094832,8148129,89.5907587958,946703,10.4092412042,18.96,8.02,10.06,14.58,22.58,34.26
2009,GA,Georgia,"96,20,846",4787765,4311867,90.0601219985,475898,9.93987800153,19.88,7.64,9.87,15.04,24.19,36.98
2009,HI,Hawaii,"13,46,717",631691,586523,92.849668588,45168,7.15033141204,20.56,8.63,11.38,16.61,25.28,37.03
2009,ID,Idaho,"15,54,439",757130,690719,91.2285869005,66411,8.77141309947,18.23,7.81,9.96,14.44,22.17,32.30
2009,IL,Illinois,"1,27,96,778",6618657,5943223,89.794999197,675434,10.205000803,22.17,8.42,10.56,16.74,27.81,41.80
2009,IN,Indiana,"64,59,325",3194005,2864992,89.6990455557,329013,10.3009544443,18.43,7.77,10.04,14.72,22.47,32.40
2009,IA,Iowa,"30,32,870",1687417,1579249,93.5897291541,108168,6.41027084591,17.77,7.97,10.04,14.40,21.41,30.57
2009,KS,Kansas,"28,32,704",1518218,1413878,93.1274691777,104340,6.87253082232,18.52,7.77,9.97,14.64,22.63,33.06
2009,KY,Kentucky,"43,17,074",2060171,1847134,89.6592564404,213037,10.3407435596,17.97,7.63,9.74,14.38,21.76,31.24
2009,LA,Louisiana,"44,91,648",2064776,1923890,93.1766932587,140886,6.82330674126,17.60,7.45,9.28,14.16,21.82,31.12
2009,ME,Maine,"13,29,590",696244,639935,91.9124617232,56309,8.08753827681,18.53,8.42,10.69,15.01,22.09,31.58
2009,MD,Maryland,"57,30,388",3032700,2820247,92.9945922775,212453,7.00540772249,23.80,8.45,11.76,18.77,30.00,45.82
2009,MA,Massachusetts,"65,17,613",3470388,3189008,91.891972886,281380,8.10802711397,25.34,9.47,12.85,19.64,31.47,47.64
2009,MI,Michigan,"99,01,591",4903550,4233804,86.3416096502,669746,13.6583903498,20.64,8.19,10.67,16.22,25.81,37.62
2009,MN,Minnesota,"52,81,203",2941981,2713427,92.2312890532,228554,7.76871094681,21.60,8.59,11.55,17.14,26.36,39.26
2009,MS,Mississippi,"29,58,774",1269226,1148934,90.5224128721,120292,9.4775871279,16.14,7.43,9.01,12.74,19.26,28.33
2009,MO,Missouri,"59,61,088",3049576,2766716,90.7246122084,282860,9.27538779161,18.87,7.83,9.87,14.70,23.08,34.19
2009,MT,Montana,"9,83,982",501021,466713,93.1523828343,34308,6.84761716575,16.87,7.72,9.51,13.65,20.53,29.56
2009,NE,Nebraska,"18,12,683",991589,945652,95.3673346518,45937,4.63266534824,17.94,7.73,9.96,14.39,21.81,31.62
2009,NV,Nevada,"26,84,665",1349301,1196760,88.6948130921,152541,11.3051869079,19.42,8.09,10.70,15.26,23.80,35.21
2009,NH,New Hampshire,"13,16,102",744246,697820,93.7620087982,46426,6.23799120183,21.02,8.72,11.41,16.36,25.15,37.96
2009,NJ,New Jersey,"87,55,602",4550646,4138571,90.9446922481,412075,9.05530775191,24.04,8.71,11.72,18.56,30.32,45.79
2009,NM,New Mexico,"20,36,802",940352,869492,92.464523923,70860,7.53547607704,18.71,7.83,9.34,14.10,23.20,35.14
2009,NY,New York,"1,93,07,066",9647494,8844492,91.6765742482,803002,8.32342575181,24.42,8.70,11.77,18.49,30.00,46.10
2009,NC,North Carolina,"94,49,566",4570808,4087116,89.4178009665,483692,10.5821990335,18.95,7.81,10.02,14.70,22.50,33.99
2009,ND,North Dakota,"6,64,968",368670,353456,95.8732742019,15214,4.12672579814,17.31,7.77,9.88,14.06,20.86,29.91
2009,OH,Ohio,"1,15,28,896",5906767,5297098,89.678465394,609669,10.321534606,19.37,7.96,10.13,15.30,23.93,34.79
2009,OK,Oklahoma,"37,17,572",1764439,1652026,93.6289664874,112413,6.37103351263,17.22,7.46,9.24,13.53,20.56,30.54
2009,OR,Oregon,"38,08,600",1976643,1753686,88.7204214418,222957,11.2795785582,20.45,9.14,11.07,16.16,24.69,36.81
2009,PA,Pennsylvania,"1,26,66,858",6400267,5885356,91.9548512585,514911,8.04514874145,20.21,8.21,10.67,15.87,24.50,36.33
2009,RI,Rhode Island,"10,53,646",567285,504955,89.0125774523,62330,10.9874225477,21.31,8.54,11.21,16.80,26.24,38.94
2009,SC,South Carolina,"45,89,872",2152753,1910675,88.7549570248,242078,11.2450429752,17.81,7.59,9.61,14.14,21.38,31.51
2009,SD,South Dakota,"8,07,067",446014,423993,95.062711036,22021,4.93728896402,16.02,7.83,9.73,13.06,18.62,27.09
2009,TN,Tennessee,"63,06,019",3052692,2733118,89.5314037577,319574,10.4685962423,17.96,7.67,9.70,14.17,21.42,31.46
2009,TX,Texas,"2,48,01,761",11910813,11008912,92.4278804478,901901,7.57211955221,19.76,7.53,9.55,14.83,24.13,36.92
2009,UT,Utah,"27,23,421",1365850,1266006,92.6899732767,99844,7.31002672329,18.86,8.12,10.34,14.79,22.82,33.82
2009,VT,Vermont,"6,24,817",359861,336119,93.4024526136,23742,6.59754738635,19.68,9.17,11.42,15.73,23.38,33.98
2009,VA,Virginia,"79,25,937",4118183,3842524,93.3062955192,275659,6.69370448084,22.29,8.08,10.82,16.75,27.47,44.36
2009,WA,Washington,"66,67,426",3535199,3211647,90.8477005113,323552,9.15229948866,22.97,9.55,12.41,18.37,28.83,41.87
2009,WV,West Virginia,"18,47,775",814033,751170,92.2775857981,62863,7.72241420188,16.62,7.62,8.83,12.98,20.54,29.36
2009,WI,Wisconsin,"56,69,264",3100357,2834341,91.4198268135,266016,8.58017318651,19.32,8.05,10.57,15.56,23.62,33.95
